room_id,time,subject,prof,status,time2,subect2,prof2,status2
센B206,12:00~13:30,컴퓨터공학과-캡스톤 디자인,권기학,수업 중,15:30~17:30,컴퓨터공학과-캡스톤 디자인,문현준,휴강
